Italy,ITA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.985897443
Jamaica,JAM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.221519852
Jordan,JOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.428073305
Japan,JPN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.954736938
Kazakhstan,KAZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.2
"Korea, Rep.",KOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.612672192
Latin America & Caribbean (excluding high income),LAC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.877052645
Lao PDR,LAO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.707426526
St. Lucia,LCA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,18.07538
Latin America & Caribbean,LCN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.987930947
Sri Lanka,LKA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-7.346764384
Lithuania,LTU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.440175465
Luxembourg,LUX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.380185891
Latvia,LVA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.954731771
Morocco,MAR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.258543984
Moldova,MDA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-5.015482319
Madagascar,MDG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.796199089
Middle East & North Africa,MEA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.748362666
Mexico,MEX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.948999999
North Macedonia,MKD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.221705271
Malta,MLT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.075539118
Mongolia,MNG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.032709637
Mauritius,MUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.87988519
Malaysia,MYS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.650344224
North America,NAC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.078673679
Niger,NER,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,11.9
Nigeria,NGA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.251681408
Netherlands,NLD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.328918318
Norway,NOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.005635161
New Zealand,NZL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.774842648
OECD members,OED,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.778351222
Oman,OMN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.311253509
Panama,PAN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,10.80936612
Peru,PER,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.725500216
Paraguay,PRY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.176038366
West Bank and Gaza,PSE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.082760273
Qatar,QAT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.208871248
Romania,ROU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.107027202
Rwanda,RWA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.157734403
Saudi Arabia,SAU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.485984291
Sudan,SDN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.957816591
Senegal,SEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.821856051
Singapore,SGP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.838076785
